日期,星期,最高气温,最低气温,天气,风向,风力
2015-06-07,星期日,32℃,22℃,多云,西风,小于3级
2015-06-08,星期一,33℃,20℃,多云,西风,小于3级
2015-06-09,星期二,33℃,21℃,多云,西风,小于3级
2015-06-10,星期三,34℃,20℃,晴,西风,小于3级
2015-06-11,星期四,33℃,19℃,晴,西风,小于3级
2015-06-12,星期五,35℃,21℃,晴~多云,西风,小于3级
2015-06-13,星期六,34℃,21℃,多云,西风,小于3级
2015-06-14,星期日,31℃,20℃,阴,西风,小于3级
2015-06-15,星期一,27℃,20℃,小雨~小到中雨,西风,小于3级
2015-06-16,星期二,25℃,20℃,小到中雨~小雨,西风,小于3级
2015-06-17,星期三,31℃,20℃,多云,西风,小于3级
2015-06-18,星期四,32℃,22℃,多云~晴,西风,小于3级
2015-06-19,星期五,34℃,21℃,多云~阴,西风,小于3级
2015-06-20,星期六,27℃,20℃,小雨,西风,小于3级
2015-06-21,星期日,33℃,22℃,多云,西风,小于3级
2015-06-22,星期一,29℃,22℃,阴,西风,小于3级
2015-06-23,星期二,25℃,18℃,中雨~小雨,西风,小于3级
2015-06-24,星期三,23℃,19℃,小雨,西风,小于3级
2015-06-25,星期四,28℃,21℃,阴~多云,西风,小于3级
2015-06-26,星期五,27℃,21℃,阴~小到中雨,西风,小于3级
2015-06-27,星期六,24℃,22℃,中雨~小到中雨,西风,小于3级
2015-06-28,星期日,23℃,20℃,小到中雨,西风,小于3级
2015-06-29,星期一,26℃,21℃,小雨,西风,小于3级
2015-06-30,星期二,29℃,21℃,多云~晴,西风,小于3级
2015-07-01,星期三,34℃,22℃,晴,西风,小于3级
2015-07-02,星期四,33℃,22℃,多云,西风,小于3级
2015-07-03,星期五,32℃,20℃,多云,西风,小于3级
2015-07-04,星期六,30℃,20℃,阴,西风,小于3级
2015-07-05,星期日,29℃,20℃,小雨,西风,小于3级
2015-07-06,星期一,31℃,20℃,多云~晴,西风,小于3级
2015-07-07,星期二,33℃,22℃,晴,西风,小于3级
2015-07-08,星期三,33℃,21℃,多云,西风,小于3级
2015-07-09,星期四,32℃,22℃,多云,西风,小于3级
2015-07-10,星期五,33℃,23℃,多云,西风,小于3级
2015-07-11,星期六,34℃,23℃,晴,西风,小于3级
2015-07-12,星期日,35℃,25℃,多云,西风,小于3级
2015-07-13,星期一,35℃,23℃,多云~阴,西风,小于3级
2015-07-14,星期二,30℃,20℃,阵雨~小雨,西风,小于3级
2015-07-15,星期三,30℃,19℃,多云,西风,小于3级
2015-07-16,星期四,34℃,22℃,多云~阴,西风,小于3级
2015-07-17,星期五,31℃,21℃,多云,西风,小于3级
2015-07-18,星期六,33℃,22℃,多云,西风,小于3级
2015-07-19,星期日,31℃,21℃,多云,西风,小于3级
2015-07-20,星期一,33℃,24℃,多云,西风,小于3级
2015-07-21,星期二,34℃,22℃,多云,西风,小于3级
2015-07-22,星期三,31℃,22℃,小到中雨~阴,西风,小于3级
2015-07-23,星期四,34℃,24℃,多云~晴,西风,小于3级
2015-07-24,星期五,35℃,23℃,晴,西风,小于3级
2015-07-25,星期六,39℃,25℃,晴,西风,小于3级
2015-07-26,星期日,37℃,23℃,晴,西风,小于3级
2015-07-27,星期一,37℃,27℃,晴~多云,西风,小于3级
2015-07-28,星期二,37℃,26℃,多云,西风,小于3级
2015-07-29,星期三,38℃,26℃,多云,西风,小于3级
2015-07-30,星期四,38℃,27℃,多云,西风,小于3级
2015-07-31,星期五,38℃,28℃,多云,西风,小于3级
2015-08-01,星期六,39℃,28℃,多云,西风,小于3级
2015-08-02,星期日,36℃,26℃,阴~中雨,西风,小于3级
2015-08-03,星期一,32℃,22℃,小雨~中雨,西风,小于3级
2015-08-04,星期二,26℃,19℃,中雨~小到中雨,西风,小于3级
2015-08-05,星期三,34℃,21℃,多云,西风,小于3级
2015-08-06,星期四,36℃,23℃,晴~多云,西风,小于3级
2015-08-07,星期五,33℃,23℃,多云~阵雨,西风,小于3级
2015-08-08,星期六,33℃,24℃,阵雨~小雨,西风,小于3级
2015-08-09,星期日,28℃,22℃,小雨~阴,西风,小于3级
2015-08-10,星期一,31℃,24℃,阵雨,西风,小于3级
2015-08-11,星期二,30℃,22℃,小雨,西风,小于3级
2015-08-12,星期三,30℃,22℃,阵雨~多云,西风,小于3级
2015-08-13,星期四,30℃,22℃,多云,西风,小于3级
2015-08-14,星期五,30℃,20℃,多云~晴,西风,小于3级
2015-08-15,星期六,33℃,20℃,多云,西风,小于3级
2015-08-16,星期日,31℃,22℃,多云~阴,西风,小于3级
2015-08-17,星期一,25℃,19℃,阵雨~小雨,西风,小于3级
2015-08-18,星期二,24℃,19℃,小到中雨~小雨,西风,小于3级
2015-08-19,星期三,29℃,20℃,阵雨~阴,西风,小于3级
2015-08-20,星期四,31℃,19℃,多云,西风,小于3级
2015-08-21,星期五,34℃,19℃,多云,西风,小于3级
2015-08-22,星期六,33℃,20℃,多云~阴,西风,小于3级
2015-08-23,星期日,31℃,19℃,阵雨,西风,小于3级
2015-08-24,星期一,33℃,19℃,阵雨~多云,西风,小于3级
2015-08-25,星期二,30℃,20℃,晴,西风,小于3级
2015-08-26,星期三,31℃,19℃,阵雨~多云,西风,小于3级
2015-08-27,星期四,32℃,21℃,多云,西风,小于3级
2015-08-28,星期五,32℃,19℃,多云~晴,西风,小于3级
2015-08-29,星期六,33℃,20℃,多云~阴,西风,小于3级
2015-08-30,星期日,34℃,20℃,多云,西风,小于3级
2015-08-31,星期一,33℃,19℃,阵雨~晴,西风,小于3级
2015-09-01,星期二,31℃,21℃,多云,西风,小于3级
2015-09-02,星期三,29℃,20℃,多云~小雨,西风,小于3级
2015-09-03,星期四,27℃,19℃,小到中雨~中雨,西风,小于3级
2015-09-04,星期五,29℃,18℃,中雨~多云,西风,小于3级
2015-09-05,星期六,30℃,20℃,晴,西风,小于3级
2015-09-06,星期日,32℃,20℃,晴,西风,小于3级
2015-09-07,星期一,31℃,21℃,多云~阴,西风,小于3级
2015-09-08,星期二,26℃,20℃,小雨,西风,小于3级
2015-09-09,星期三,23℃,19℃,中雨,西风,小于3级
2015-09-10,星期四,20℃,17℃,中雨~多云,西风,小于3级
2015-09-11,星期五,26℃,15℃,多云~晴,西风,小于3级
2015-09-12,星期六,26℃,14℃,晴~多云,西风,小于3级
2015-09-13,星期日,23℃,16℃,阴,西风,小于3级
2015-09-14,星期一,27℃,17℃,晴,西风,小于3级
2015-09-15,星期二,27℃,17℃,多云,西风,小于3级
2015-09-16,星期三,22℃,18℃,阵雨~小到中雨,西风,小于3级
2015-09-17,星期四,24℃,17℃,小雨~阴,西风,小于3级
2015-09-18,星期五,26℃,17℃,多云,西风,小于3级
2015-09-19,星期六,26℃,17℃,多云,西风,小于3级
2015-09-20,星期日,28℃,17℃,多云,西风,小于3级
2015-09-21,星期一,28℃,17℃,阴~阵雨,西风,小于3级
2015-09-22,星期二,23℃,14℃,阴~多云,西风,小于3级
2015-09-23,星期三,23℃,14℃,小雨~小到中雨,西风,小于3级
2015-09-24,星期四,22℃,14℃,阴~多云,西风,小于3级
2015-09-25,星期五,26℃,16℃,多云,西风,小于3级
2015-09-26,星期六,26℃,16℃,多云,西风,小于3级
2015-09-27,星期日,25℃,17℃,小雨,西风,小于3级
2015-09-28,星期一,24℃,18℃,小雨,西风,小于3级
2015-09-29,星期二,24℃,14℃,阴,西风,小于3级
2015-09-30,星期三,20℃,12℃,小雨~多云,西风,小于3级
2015-10-01,星期四,21℃,10℃,晴,西风,小于3级
2015-10-02,星期五,21℃,10℃,多云~阴,西风,小于3级
2015-10-03,星期六,22℃,11℃,阴,西风,小于3级
2015-10-04,星期日,23℃,11℃,阴~多云,西风,小于3级
2015-10-05,星期一,24℃,14℃,多云~阴,西风,小于3级
2015-10-06,星期二,19℃,13℃,小雨,西风,小于3级
2015-10-07,星期三,22℃,13℃,多云,西风,小于3级
2015-10-08,星期四,16℃,9℃,多云~晴,西风,小于3级
2015-10-09,星期五,21℃,9℃,晴,西风,小于3级
2015-10-10,星期六,22℃,8℃,晴,西风,小于3级
2015-10-11,星期日,22℃,9℃,晴,西风,小于3级
2015-10-12,星期一,20℃,9℃,晴~多云,西风,小于3级
2015-10-13,星期二,22℃,12℃,阴~多云,西风,小于3级
2015-10-14,星期三,24℃,13℃,晴,西风,小于3级
2015-10-15,星期四,25℃,13℃,晴~多云,西风,小于3级
2015-10-16,星期五,23℃,15℃,晴~多云,西风,小于3级
2015-10-17,星期六,22℃,14℃,阵雨,西风,小于3级
2015-10-18,星期日,22℃,14℃,阵雨~小雨,西风,小于3级
2015-10-19,星期一,26℃,14℃,多云~晴,西风,小于3级
2015-10-20,星期二,25℃,13℃,晴,西风,小于3级
2015-10-21,星期三,26℃,13℃,多云,西风,小于3级
2015-10-22,星期四,24℃,14℃,霾~阴,西风,小于3级
2015-10-23,星期五,23℃,15℃,阴,西风,小于3级
2015-10-24,星期六,18℃,13℃,小雨~小到中雨,西风,小于3级
2015-10-25,星期日,16℃,12℃,中雨~小到中雨,西风,小于3级
2015-10-26,星期一,14℃,5℃,多云~晴,西风,小于3级
2015-10-27,星期二,14℃,10℃,多云~阴,西风,小于3级
2015-10-28,星期三,17℃,9℃,多云,西风,小于3级
2015-10-29,星期四,15℃,8℃,阴,西风,小于3级
2015-10-30,星期五,14℃,9℃,阴~小雨,西风,小于3级
2015-10-31,星期六,12℃,5℃,小雨~多云,西风,小于3级
2015-11-01,星期日,16℃,6℃,晴,西风,小于3级
2015-11-02,星期一,15℃,5℃,晴~多云,西风,小于3级
2015-11-03,星期二,15℃,7℃,多云,西风,小于3级
2015-11-04,星期三,15℃,10℃,阴~小雨,西风,小于3级
2015-11-05,星期四,13℃,9℃,小雨,西风,小于3级
2015-11-06,星期五,13℃,9℃,小雨,西风,小于3级
2015-11-07,星期六,12℃,9℃,小雨,西风,小于3级
2015-11-08,星期日,14℃,4℃,多云~晴,西风,小于3级
2015-11-09,星期一,17℃,6℃,多云~阴,西风,小于3级
2015-11-10,星期二,14℃,8℃,小雨,西风,小于3级
2015-11-11,星期三,11℃,7℃,阴,西风,小于3级
2015-11-12,星期四,12℃,6℃,小雨~阴,西风,小于3级
2015-11-13,星期五,12℃,5℃,多云,西风,小于3级
2015-11-14,星期六,12℃,6℃,多云~阴,西风,小于3级
2015-11-15,星期日,13℃,7℃,阴~多云,西风,小于3级
2015-11-16,星期一,14℃,8℃,阴~小雨,西风,小于3级
2015-11-17,星期二,10℃,6℃,小雨,西风,小于3级
2015-11-18,星期三,12℃,5℃,多云,西风,小于3级
2015-11-19,星期四,14℃,4℃,多云,西风,小于3级
2015-11-20,星期五,12℃,5℃,多云,西风,小于3级
2015-11-21,星期六,10℃,6℃,阴,西风,小于3级
2015-11-22,星期日,11℃,6℃,阴,西风,小于3级
2015-11-23,星期一,9℃,5℃,小雨,西风,小于3级
2015-11-24,星期二,7℃,0℃,阴~晴,西风,小于3级
2015-11-25,星期三,9℃,-1℃,晴,西风,小于3级
2015-11-26,星期四,10℃,-2℃,晴,西风,小于3级
2015-11-27,星期五,11℃,0℃,晴,西风,小于3级
2015-11-28,星期六,12℃,0℃,多云~晴,西风,小于3级
2015-11-29,星期日,13℃,1℃,晴,西风,小于3级
2015-11-30,星期一,13℃,1℃,晴~多云,西风,小于3级
2015-12-01,星期二,12℃,2℃,晴,西风,小于3级
2015-12-02,星期三,12℃,1℃,晴,西风,小于3级
2015-12-03,星期四,9℃,-2℃,晴,西风,小于3级
2015-12-04,星期五,8℃,-1℃,多云~阴,西风,小于3级
2015-12-05,星期六,9℃,0℃,多云,西风,小于3级
2015-12-06,星期日,10℃,-1℃,多云,西风,小于3级
2015-12-07,星期一,9℃,-1℃,晴~阴,西风,小于3级
2015-12-08,星期二,9℃,2℃,霾~阴,西风,小于3级
2015-12-09,星期三,5℃,1℃,霾~阴,西风,小于3级
2015-12-10,星期四,7℃,2℃,多云~阴,西风,小于3级
2015-12-11,星期五,5℃,1℃,阴~小雨,西风,小于3级
2015-12-12,星期六,4℃,0℃,小雨,西风,小于3级
2015-12-13,星期日,6℃,0℃,小雨,西风,小于3级
2015-12-14,星期一,6℃,-2℃,多云~晴,西风,小于3级
2015-12-15,星期二,6℃,-4℃,晴,西风,小于3级
2015-12-16,星期三,5℃,-5℃,晴,西风,小于3级
2015-12-17,星期四,3℃,-6℃,晴~多云,西风,小于3级
2015-12-18,星期五,4℃,-4℃,阴,西风,小于3级
2015-12-19,星期六,4℃,-3℃,阴~多云,西风,小于3级
2015-12-20,星期日,5℃,-3℃,晴~多云,西风,小于3级
2015-12-21,星期一,3℃,-2℃,阴,西风,小于3级
2015-12-22,星期二,5℃,-2℃,霾~阴,西风,小于3级
2015-12-23,星期三,6℃,-2℃,阴~雨夹雪,西风,小于3级
2015-12-24,星期四,7℃,-2℃,多云,西风,小于3级
2015-12-25,星期五,11℃,-3℃,晴,西风,小于3级
2015-12-26,星期六,13℃,-2℃,晴,西风,小于3级
2015-12-27,星期日,9℃,-2℃,晴,西风,小于3级
2015-12-28,星期一,7℃,-3℃,多云~晴,西风,小于3级
2015-12-29,星期二,7℃,-3℃,晴~多云,西风,小于3级
2015-12-30,星期三,9℃,-3℃,晴,西风,小于3级
2015-12-31,星期四,8℃,-3℃,霾~多云,西风,小于3级
2016-01-01,星期五,10℃,-3℃,晴,西风,小于3级
2016-01-02,星期六,12℃,-1℃,晴,西风,小于3级
2016-01-03,星期日,9℃,0℃,霾~阴,西风,小于3级
2016-01-04,星期一,9℃,0℃,霾~多云,西风,小于3级
2016-01-05,星期二,6℃,-1℃,霾~晴,西风,小于3级
2016-01-06,星期三,4℃,-1℃,霾~阴,西风,小于3级
2016-01-07,星期四,4℃,-3℃,多云~晴,西风,小于3级
2016-01-08,星期五,3℃,-3℃,阴~多云,西风,小于3级
2016-01-09,星期六,3℃,-3℃,阴,西风,小于3级
2016-01-10,星期日,5℃,-2℃,阴,西风,小于3级
2016-01-11,星期一,3℃,-3℃,霾~小雪,西风,小于3级
2016-01-12,星期二,2℃,-3℃,阴,西风,小于3级
2016-01-13,星期三,3℃,-4℃,多云~晴,西风,小于3级
2016-01-14,星期四,5℃,-5℃,霾~晴,西风,小于3级
2016-01-15,星期五,6℃,-4℃,晴~多云,西风,小于3级
2016-01-16,星期六,6℃,-3℃,多云,西风,小于3级
2016-01-17,星期日,6℃,-4℃,晴,西风,小于3级
2016-01-18,星期一,3℃,-5℃,晴,西风,小于3级
2016-01-19,星期二,3℃,-6℃,阴~小雪,西风,小于3级
2016-01-20,星期三,2℃,-4℃,阴,西风,小于3级
2016-01-21,星期四,3℃,1℃,多云~小雪,西风,小于3级
2016-01-22,星期五,3℃,-6℃,阴~晴,西风,小于3级
2016-01-23,星期六,0℃,-10℃,晴,西风,小于3级
2016-01-24,星期日,-1℃,-13℃,晴,西风,小于3级
2016-01-25,星期一,3℃,-6℃,晴,西风,小于3级
2016-01-26,星期二,1℃,-7℃,晴,西风,小于3级
2016-01-27,星期三,2℃,-3℃,多云~阴,西风,小于3级
2016-01-28,星期四,3℃,-2℃,阴,西风,小于3级
2016-01-29,星期五,4℃,-3℃,阴~小雪,西风,小于3级
2016-01-30,星期六,3℃,0℃,雨夹雪~阴,西风,小于3级
2016-01-31,星期日,0℃,-3℃,阴,西风,小于3级
2016-02-01,星期一,1℃,-5℃,阴~晴,西风,小于3级
2016-02-02,星期二,4℃,-5℃,晴,西风,小于3级
2016-02-03,星期三,5℃,-2℃,阴,西风,小于3级
2016-02-04,星期四,8℃,1℃,多云,西风,小于3级
2016-02-05,星期五,7℃,-3℃,晴,西风,小于3级
2016-02-06,星期六,11℃,-2℃,晴,西风,小于3级
2016-02-07,星期日,13℃,-1℃,晴,西风,小于3级
2016-02-08,星期一,13℃,0℃,晴,西风,小于3级
2016-02-09,星期二,12℃,1℃,多云~阴,西风,小于3级
2016-02-10,星期三,9℃,3℃,霾~阴,西风,小于3级
2016-02-11,星期四,11℃,4℃,霾~小雨,西风,小于3级
2016-02-12,星期五,7℃,2℃,中雨~小雨,西风,小于3级
2016-02-13,星期六,6℃,0℃,小雨~阴,西风,小于3级
2016-02-14,星期日,4℃,-3℃,多云~晴,西风,小于3级
2016-02-15,星期一,6℃,-3℃,晴,西风,小于3级
2016-02-16,星期二,7℃,-3℃,晴,西风,小于3级
2016-02-17,星期三,11℃,-1℃,晴,西风,小于3级
2016-02-18,星期四,11℃,1℃,多云,西风,小于3级
2016-02-19,星期五,10℃,-3℃,晴,西风,小于3级
2016-02-20,星期六,8℃,-1℃,多云,西风,小于3级
2016-02-21,星期日,5℃,0℃,多云,西风,小于3级
2016-02-22,星期一,9℃,0℃,多云~晴,西风,小于3级
2016-02-23,星期二,10℃,0℃,多云~晴,西风,小于3级
2016-02-24,星期三,10℃,0℃,多云,西风,小于3级
2016-02-25,星期四,11℃,0℃,多云~晴,西风,小于3级
2016-02-26,星期五,17℃,2℃,晴,西风,小于3级
2016-02-27,星期六,19℃,4℃,晴~多云,西风,小于3级
2016-02-28,星期日,14℃,2℃,晴,西风,小于3级
2016-02-29,星期一,14℃,2℃,晴~多云,西风,小于3级
2016-03-01,星期二,14℃,4℃,多云,西风,小于3级
2016-03-02,星期三,16℃,4℃,多云,西风,小于3级
2016-03-03,星期四,20℃,10℃,晴,西风,小于3级
2016-03-04,星期五,17℃,4℃,多云,西风,小于3级
2016-03-05,星期六,15℃,3℃,晴,西风,小于3级
2016-03-06,星期日,15℃,7℃,多云~阴,西风,小于3级
2016-03-07,星期一,10℃,7℃,阴,西风,小于3级
2016-03-08,星期二,6℃,4℃,小雨,西风,小于3级
2016-03-09,星期三,6℃,4℃,小雨~阴,西风,小于3级
2016-03-10,星期四,5℃,0℃,多云,西风,小于3级
2016-03-11,星期五,10℃,1℃,晴~多云,西风,小于3级
2016-03-12,星期六,13℃,4℃,多云,西风,小于3级
2016-03-13,星期日,11℃,2℃,晴,西风,小于3级
2016-03-14,星期一,15℃,5℃,多云~阴,西风,小于3级
2016-03-15,星期二,11℃,6℃,阴,西风,小于3级
2016-03-16,星期三,15℃,9℃,小雨~阴,西风,小于3级
2016-03-17,星期四,12℃,7℃,阴~多云,西风,小于3级
2016-03-18,星期五,17℃,8℃,多云~晴,西风,小于3级
2016-03-19,星期六,19℃,11℃,晴~阴,西风,小于3级
2016-03-20,星期日,15℃,11℃,小雨,西风,小于3级
2016-03-21,星期一,16℃,10℃,小雨~阴,西风,小于3级
2016-03-22,星期二,15℃,9℃,阴,西风,小于3级
2016-03-23,星期三,11℃,8℃,阴,西风,小于3级
2016-03-24,星期四,14℃,6℃,阴~多云,西风,小于3级
2016-03-25,星期五,13℃,6℃,小雨~阴,西风,小于3级
2016-03-26,星期六,16℃,4℃,晴,西风,小于3级
2016-03-27,星期日,16℃,4℃,晴~多云,西风,小于3级
2016-03-28,星期一,22℃,8℃,多云,西风,小于3级
2016-03-29,星期二,22℃,10℃,阴,西风,小于3级
2016-03-30,星期三,23℃,10℃,多云,西风,小于3级
2016-03-31,星期四,25℃,11℃,晴,西风,小于3级
2016-04-01,星期五,27℃,12℃,多云~阴,西风,小于3级
2016-04-02,星期六,26℃,13℃,多云~阴,西风,小于3级
2016-04-03,星期日,16℃,11℃,阴,西风,小于3级
2016-04-04,星期一,17℃,10℃,阴,西风,小于3级
2016-04-05,星期二,14℃,11℃,小雨,西风,小于3级
2016-04-06,星期三,20℃,12℃,小雨~晴,西风,小于3级
2016-04-07,星期四,23℃,11℃,多云,西风,小于3级
2016-04-08,星期五,22℃,12℃,多云,西风,小于3级
2016-04-09,星期六,24℃,12℃,阴,西风,小于3级
2016-04-10,星期日,26℃,13℃,阴,西风,小于3级
2016-04-11,星期一,21℃,13℃,小雨~阴,西风,小于3级
2016-04-12,星期二,23℃,13℃,多云,西风,小于3级
2016-04-13,星期三,27℃,11℃,晴~多云,西风,小于3级
2016-04-14,星期四,23℃,14℃,阴~小到中雨,西风,小于3级
2016-04-15,星期五,19℃,12℃,小到中雨~小雨,西风,小于3级
2016-04-16,星期六,23℃,11℃,多云~阴,西风,小于3级
2016-04-17,星期日,22℃,9℃,晴,西风,小于3级
2016-04-18,星期一,23℃,11℃,晴,西风,小于3级
2016-04-19,星期二,23℃,14℃,阴~小雨,西风,小于3级
2016-04-20,星期三,25℃,13℃,多云~晴,西风,小于3级
2016-04-21,星期四,29℃,13℃,多云,西风,小于3级
2016-04-22,星期五,23℃,13℃,阴~小雨,西风,小于3级
2016-04-23,星期六,22℃,13℃,小雨~多云,西风,小于3级
2016-04-24,星期日,23℃,14℃,多云~阴,西风,小于3级
2016-04-25,星期一,23℃,13℃,阵雨~阴,西风,小于3级
2016-04-26,星期二,26℃,15℃,多云,西风,小于3级
2016-04-27,星期三,28℃,14℃,晴,西风,小于3级
2016-04-28,星期四,28℃,14℃,晴,西风,小于3级
2016-04-29,星期五,28℃,14℃,晴,西风,小于3级
2016-04-30,星期六,31℃,16℃,晴~多云,西风,小于3级
2016-05-01,星期日,33℃,20℃,多云~阴,西风,小于3级
2016-05-02,星期一,29℃,14℃,晴,西风,小于3级
2016-05-03,星期二,27℃,14℃,晴,西风,小于3级
2016-05-04,星期三,30℃,18℃,多云~晴,西风,小于3级
2016-05-05,星期四,31℃,19℃,多云,西风,小于3级
2016-05-06,星期五,26℃,14℃,阴,西风,小于3级
2016-05-07,星期六,21℃,17℃,小雨,西风,小于3级
2016-05-08,星期日,24℃,12℃,阴~多云,西风,小于3级
2016-05-09,星期一,30℃,15℃,晴,西风,小于3级
2016-05-10,星期二,29℃,19℃,晴,西风,小于3级
2016-05-11,星期三,33℃,20℃,晴~多云,西风,小于3级
2016-05-12,星期四,22℃,16℃,阴~小雨,西风,小于3级
2016-05-13,星期五,22℃,17℃,小到中雨~中雨,西风,小于3级
2016-05-14,星期六,15℃,13℃,中雨~阴,西风,小于3级
2016-05-15,星期日,23℃,10℃,晴,西风,小于3级
2016-05-16,星期一,25℃,14℃,晴~阴,西风,小于3级
2016-05-17,星期二,27℃,16℃,阴,西风,小于3级
2016-05-18,星期三,28℃,18℃,小雨~阴,西风,小于3级
2016-05-19,星期四,28℃,18℃,阴,西风,小于3级
2016-05-20,星期五,25℃,18℃,多云~晴,西风,小于3级
2016-05-21,星期六,28℃,17℃,多云,西风,小于3级
2016-05-22,星期日,25℃,15℃,阴~小雨,西风,小于3级
2016-05-23,星期一,26℃,15℃,多云~晴,西风,小于3级
2016-05-24,星期二,27℃,17℃,晴~阵雨,西风,小于3级
2016-05-25,星期三,25℃,16℃,阴~小雨,西风,小于3级
2016-05-26,星期四,18℃,13℃,小雨,西风,小于3级
2016-05-27,星期五,18℃,13℃,小雨,西风,小于3级
2016-05-28,星期六,25℃,14℃,多云~晴,西风,小于3级
2016-05-29,星期日,29℃,18℃,晴~多云,西风,小于3级
2016-05-30,星期一,29℃,19℃,阴,西风,小于3级
2016-05-31,星期二,25℃,20℃,中雨~小雨,西风,小于3级
2016-06-01,星期三,23℃,18℃,中雨,西风,小于3级
2016-06-02,星期四,21℃,17℃,小雨~小到中雨,西风,小于3级
2016-06-03,星期五,28℃,16℃,晴,西风,小于3级
2016-06-04,星期六,29℃,18℃,多云,西风,小于3级
2016-06-05,星期日,33℃,21℃,多云~晴,暂无实况
2016-06-06,星期一,33℃,21℃,多云~晴,暂无实况
2016-06-07,星期二,28℃,21℃,阵雨~阴,西风,小于3级
2016-06-08,星期三,34℃,22℃,阴,西风,小于3级
2016-06-09,星期四,31℃,22℃,阵雨~阴,西风,小于3级
2016-06-10,星期五,34℃,21℃,多云,西风,小于3级
2016-06-11,星期六,35℃,23℃,多云~阵雨,西风,小于3级
2016-06-12,星期日,33℃,22℃,多云~晴,西风,小于3级
2016-06-13,星期一,35℃,20℃,晴~多云,西风,小于3级
2016-06-14,星期二,35℃,19℃,晴~多云,西风,小于3级
2016-06-15,星期三,32℃,19℃,多云~晴,西风,小于3级
2016-06-16,星期四,34℃,22℃,晴,西风,小于3级
2016-06-17,星期五,37℃,22℃,晴~多云,西风,小于3级
2016-06-18,星期六,37℃,25℃,多云~阴,西风,小于3级
2016-06-19,星期日,38℃,24℃,多云~晴,西风,小于3级
2016-06-20,星期一,37℃,24℃,多云,西风,小于3级
2016-06-21,星期二,33℃,24℃,多云,西风,小于3级
2016-06-22,星期三,34℃,24℃,多云~阴,西风,小于3级
2016-06-23,星期四,27℃,20℃,中到大雨~多云,西风,小于3级
2016-06-24,星期五,28℃,21℃,多云,西风,小于3级
2016-06-25,星期六,31℃,21℃,多云~阴,西风,小于3级
2016-06-26,星期日,31℃,21℃,多云,西风,小于3级
2016-06-27,星期一,34℃,21℃,晴,西风,小于3级
2016-06-28,星期二,35℃,24℃,晴,西风,小于3级
2016-06-29,星期三,36℃,24℃,晴~多云,西风,小于3级
2016-06-30,星期四,28℃,23℃,中雨~小雨,西风,小于3级
2016-07-01,星期五,35℃,24℃,晴,西风,小于3级
2016-07-02,星期六,36℃,24℃,晴,西风,小于3级
2016-07-03,星期日,35℃,24℃,多云,西风,小于3级
2016-07-04,星期一,35℃,24℃,晴,西风,小于3级
2016-07-05,星期二,35℃,23℃,晴,西风,小于3级
2016-07-06,星期三,33℃,25℃,多云~阴,西风,小于3级
2016-07-07,星期四,32℃,25℃,多云~阵雨,西风,小于3级
2016-07-08,星期五,35℃,26℃,阵雨~小雨,西风,小于3级
2016-07-09,星期六,36℃,27℃,多云,西风,小于3级
2016-07-10,星期日,33℃,26℃,阵雨,西风,小于3级
2016-07-11,星期一,32℃,24℃,阴~多云,西风,小于3级
2016-07-12,星期二,31℃,23℃,阴~小雨,西风,小于3级
2016-07-13,星期三,30℃,23℃,小雨~中到大雨,西风,小于3级
2016-07-14,星期四,24℃,18℃,中雨转多云,西风,小于3级
2016-07-15,星期五,33℃,21℃,晴,西风,小于3级
2016-07-16,星期六,35℃,23℃,晴,西风,小于3级
2016-07-17,星期日,35℃,24℃,多云转阴,西风,小于3级
2016-07-18,星期一,28℃,23℃,小雨转中雨,西风,小于3级
2016-07-19,星期二,29℃,22℃,小雨,西风,小于3级
2016-07-20,星期三,33℃,22℃,多云,西风,小于3级
2016-07-21,星期四,34℃,25℃,多云,西风,小于3级
2016-07-22,星期五,34℃,24℃,多云,西风,小于3级
2016-07-23,星期六,34℃,25℃,多云,西风,小于3级
2016-07-24,星期日,35℃,25℃,多云,西风,小于3级
2016-07-25,星期一,30℃,22℃,小雨,西风,小于3级
2016-07-26,星期二,31℃,23℃,小雨,西风,小于3级
2016-07-27,星期三,35℃,23℃,多云,西风,小于3级
2016-07-28,星期四,37℃,25℃,晴,西风,小于3级
2016-07-29,星期五,38℃,25℃,多云,西风,小于3级
2016-07-30,星期六,34℃,25℃,多云,西风,小于3级
2016-07-31,星期日,34℃,25℃,阵雨,西风,小于3级
2016-08-01,星期一,34℃,26℃,多云,西风,小于3级
2016-08-02,星期二,33℃,24℃,多云,西风,小于3级
2016-08-03,星期三,33℃,23℃,多云,东风,3级
2016-08-04,星期四,31℃,23℃,多云,东北风,2级
2016-08-05,星期五,32℃,24℃,阵雨,东风,3级
2016-08-06,星期六,30℃,23℃,多云,东南风,2级
2016-08-07,星期日,30℃,23℃,阵雨,东风,2级
2016-08-08,星期一,30℃,22℃,多云,东北风,1级
2016-08-09,星期二,31℃,23℃,多云,东风,3级
2016-08-10,星期三,33℃,25℃,阴,东南风,1级
2016-08-11,星期四,34℃,25℃,多云,东风,3级
2016-08-12,星期五,36℃,26℃,多云,东北风,2级
2016-08-13,星期六,37℃,27℃,多云,东风,3级
2016-08-14,星期日,38℃,27℃,晴,东风,4级
2016-08-15,星期一,38℃,28℃,晴,东风,3级
2016-08-16,星期二,37℃,27℃,多云,东北风,4级
2016-08-17,星期三,37℃,26℃,多云,东北风,3级
