所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
天津,西青,中北镇,溪悦园,18,合租,南,950,月付价,3,1,1,随时入住,3~12个月,随时可看,低楼层,24,有,免费使用,民水,民电,有,自采暖
天津,河西,新梅江,新梅江锦秀里,91,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,22,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,城市之星大厦,12,合租,南,950,季付价,4,1,1,随时入住,2~10个月,随时可看,高楼层,20,有,免费使用,民水,民电,有,集中供暖
天津,和平,新兴街,兴河里,31,整租,西,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,南开,鼓楼街,尚佳新苑公寓,15,合租,南,1199,季付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,20,有,免费使用,民水,商电,有,集中供暖
天津,西青,张家窝,津洲花园,13,合租,东,988,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,30,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
天津,西青,张家窝,津洲花园,11,合租,南,898,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,30,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
天津,东丽,新立街,悦盛园,40,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,14,合租,南,998,月付价,4,1,1,随时入住,3~12个月,随时可看,中楼层,31,有,免费使用,民水,民电,无,集中供暖
天津,河西,下瓦房,西楼北里,34,整租,西,1550,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,16,合租,南,998,月付价,5,1,2,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,无,集中供暖
天津,河东,中山门街,中山门东里,40,整租,南,1200,None,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,18,合租,南,898,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,河西,新梅江,新梅江锦秀里,91,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,22,有,暂无数据,民水,民电,有,集中供暖
天津,和平,新兴街,兴河里,31,整租,西,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,开发,第一大街,晓园新邸,56,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,小海地,华江里,37,整租,东,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,双环邨,碧春园,63,整租,南,1200,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,15,合租,西,998,月付价,3,1,1,随时入住,1个月,随时可看,高楼层,31,无,免费使用,民水,民电,有,集中供暖
天津,和平,南市,怀远里,41,整租,东,2000,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,王顶堤馨苑,18,合租,东,998,月付价,3,1,1,随时入住,1个月,随时可看,中楼层,31,有,免费使用,民水,民电,有,集中供暖
天津,河西,越秀路,红波里,38,整租,东,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,解放路,天津滨海万达广场,88,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,30,有,暂无数据,民水,民电,暂无数据,暂无数据
天津,河西,陈塘庄,古芳里,30,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,月牙河,丹江里,60,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,尖山,光明里(河西区),25,整租,南,1100,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,南开,长虹街,翰园里,38,整租,南,1100,季付价,2,0,1,随时入住,1年以内,需提前预约,高楼层,4,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,塘沽,新港,东海云天,62,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,开发,第五大街,泰丰家园,15,合租,东,950,半年付价,5,1,3,随时入住,1~3年,随时可看,高楼层,5,无,租用车位,民水,民电,有,自采暖
天津,和平,小白楼,养和里,32,整租,南,1800,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,杭州道,康迪苑,17,合租,南,650,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,和平,新兴街,金泉里,23,整租,东,2000,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,大沽街,亚泰津澜,23,合租,南,850,季付价,4,1,1,随时入住,3个月以上,随时可看,中楼层,33,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,新村街,丹东里,40,整租,南,800,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,光复道,君临大厦,10,合租,东,601,季付价,4,1,1,随时入住,3~12个月,随时可看,低楼层,40,有,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,君悦花苑,10,合租,南,930,季付价,3,1,1,随时入住,1年,随时可看,低楼层,11,有,租用车位,民水,民电,有,集中供暖
天津,河东,唐家口,金盾里,15,合租,南,1200,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河西,天塔街,环湖南里,55,整租,东,1600,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,鸿顺里街,天津诺德中心,11,合租,南,1460,季付价,3,1,1,随时入住,1年,随时可看,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,和平,新兴街,同安新里,35,整租,南,1500,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,嘉陵道街,泊江东里,15,合租,南,1130,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河西,下瓦房,南华里,35,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,8,无,免费使用,民水,民电,有,集中供暖
天津,河东,唐家口,金盾里,16,合租,西,750,季付价,5,1,1,随时入住,3~12个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,南开,王顶堤,园荫里,15,合租,南,900,季付价,2,1,1,20200801,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,崇安里,58,整租,东,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,开发,第三大街,朗月轩,74,整租,南,2100,月付价,2,1,1,随时入住,1~3个月,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,景致里,41,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,河北,鸿顺里街,胜天里,31,整租,南,1350,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,铃铛阁,新春花苑,10,合租,南,799,季付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,9,无,暂无数据,民水,民电,有,集中供暖
天津,河西,越秀路,绮云里,38,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河东,春华街,城市之光月光园,15,合租,南,1050,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,26,有,租用车位,民水,民电,有,集中供暖
天津,河北,王串场,宇萃里,39,整租,南,1300,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,小海地,粤江里,30,整租,西,1200,季付价,1,1,1,随时入住,1年以内,一般下班后可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,东丽,张贵庄,詹滨里,42,整租,东,1100,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,柳林街,贺福里,35,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,长虹街,华安北里,24,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,有机合成宿舍,50,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,5,有,免费使用,暂无数据,暂无数据,有,暂无数据
天津,河西,下瓦房,西楼北里,40,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,8,无,租用车位,民水,暂无数据,有,集中供暖
天津,和平,新兴街,融创星美御,16,合租,南,1598,月付价,5,1,1,随时入住,3~12个月,随时可看,低楼层,32,有,免费使用,民水,民电,有,集中供暖
天津,河西,挂甲寺,新城小区,42,整租,南,1600,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河东,唐家口,金盾里,15,合租,南,1200,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河东,向阳楼,晨光楼(河东区),30,整租,南,1300,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,大直沽,大直沽三号路,15,合租,南,1250,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,有,租用车位,民水,民电,有,集中供暖
天津,和平,新兴街,兴河里,31,整租,西,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,南开,华苑,天华里,12,合租,南,1290,季付价,3,1,1,随时入住,1年,随时可看,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,向阳楼,向阳花园,16,合租,南,1000,季付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,北辰,宜兴埠,天津恒大御景湾,10,合租,南,960,季付价,4,1,1,随时入住,1年,随时可看,高楼层,28,有,租用车位,民水,民电,有,集中供暖
天津,河西,陈塘庄,毛织二宿舍,30,合租,东,1100,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,8,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,河东,向阳楼,向阳花园,16,合租,南,1000,季付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河北,建昌道,建湖里,30,整租,南,1150,None,1,1,1,随时入住,暂无数据,一般下班后可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,红桥,西于庄,本溪花园,15,合租,东,900,季付价,3,1,1,随时入住,1~2年,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,新开河,汇川家园,67,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,30,有,暂无数据,民水,民电,有,集中供暖
天津,南开,长虹街,阳城里,12,合租,南,900,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,河西,小海地,洞庭公寓,54,整租,南,1500,None,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,挂甲寺,跃进楼,19,整租,北,1200,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,4,无,免费使用,民水,民电,有,集中供暖
天津,河北,铁东路,爱贤里,49,整租,南,1500,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,下瓦房,南华里,32,整租,北,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,8,无,免费使用,民水,民电,有,集中供暖
天津,南开,向阳路,机施楼,37,整租,南,1000,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,万兴街,金潭花园,13,合租,南,1000,季付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,梅江,郁江南里,30,整租,南,1200,None,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,长虹街,阳城里,12,合租,南,950,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,河西,柳林街,锦福里,45,整租,南,1500,季付价,1,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,二号桥街,龙峰嘉园,75,整租,南,1300,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,红桥,西于庄,翠山楼,33,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,上杭路,程林里,21,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,天塔街,环湖东里,37,整租,南,1500,None,1,1,1,20200720,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,和平,体育馆街,柳州路,38,整租,东,2000,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,向阳街,跃进里(塘沽区),58,整租,东,1500,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,唐家口,晓德里,8,合租,东,620,季付价,4,1,1,随时入住,6~12个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,河北,铁东路,志成东里,40,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,真理道,盛世嘉园,13,合租,南,1290,季付价,2,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,元五大楼,45,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,南开,长虹街,广灵里,15,合租,南,1199,季付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,建昌道,建湖里,30,整租,南,900,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,华苑,地华里,18,合租,南,1248,月付价,2,1,1,随时入住,3~12个月,随时可看,中楼层,9,有,免费使用,民水,民电,有,集中供暖
天津,南开,华苑,久华里,10,合租,北,1290,季付价,4,1,2,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,溪景苑,15,合租,南,950,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,14,有,免费使用,民水,民电,有,自采暖
天津,津南,咸水沽,富力又一城,70,整租,南,700,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,23,无,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,溪景苑,15,合租,南,950,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,14,有,免费使用,民水,民电,有,自采暖
天津,红桥,咸阳北路,永丰楼(红桥区),40,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河东,春华街,城市之光月光园,8,合租,南,750,季付价,4,1,1,随时入住,3~6个月,随时可看,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,河东,万新村,曲溪中里,40,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,万新村,凤岐里,12,合租,东,1030,季付价,3,1,1,随时入住,1年,随时可看,中楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,河西,下瓦房,久仰里,34,整租,东,1450,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,望海楼,昆纬路,29,整租,东,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,河西,挂甲寺,景福里,41,整租,西,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,小海地,三水南里,41,整租,西,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,塘沽,胡家园,滨愉花园（远洋城6期）,69,整租,南,1200,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,34,有,租用车位,民水,民电,有,集中供暖
天津,河西,大营门,祺寿里,10,合租,东,1490,季付价,2,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,挂甲寺,新城小区,42,整租,南,1500,季付价,1,1,1,20200715,1年以内,需提前预约,中楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河北,光复道,瑞海名苑,18,合租,南,1250,月付价,5,1,3,随时入住,1年,随时可看,低楼层,27,有,租用车位,民水,民电,有,集中供暖
天津,红桥,铃铛阁,花莲里,28,整租,南,1100,None,1,1,0,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,越秀路,红波里,40,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,马场街,卫星里,30,合租,南,1150,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,河北,江都路,隆达新苑,62,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,河西,友谊路,育文里(河西区),25,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,杭州道,中心北路,48,整租,北,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,柳林街,锦福里,45,整租,南,1500,季付价,1,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,东丽,张贵庄,海雅园南区,8,合租,北,1060,季付价,3,1,1,随时入住,1年,随时可看,低楼层,28,有,租用车位,民水,民电,有,集中供暖
天津,河东,二号桥街,龙峰嘉园,75,整租,南,1300,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,红桥,芥园道,先春园隆春里,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,西于庄,翠山楼,33,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,宁园,长青南里,25,合租,南,850,季付价,4,1,1,随时入住,1年以上,随时可看,高楼层,6,有,租用车位,民水,民电,有,集中供暖
天津,开发,第一大街,晓园新邸,56,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,体育中心街,阳光壹佰北园,15,合租,南,900,月付价,4,1,2,随时入住,1~12个月,随时可看,低楼层,9,有,免费使用,民水,民电,有,集中供暖
天津,红桥,邵公庄,跃进里,18,合租,南,899,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,靖江路,金沙江路,36,整租,南,1050,年付价,1,1,1,随时入住,1年,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,和平,南营门街,世昌里,39,整租,东,1900,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,和平,劝业场,宜天花园,17,合租,西,1690,季付价,4,1,2,随时入住,1年,随时可看,高楼层,33,有,租用车位,民水,民电,有,集中供暖
天津,河西,柳林街,秀峰里,56,整租,南,1600,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,靖江路,金沙江路,36,整租,南,1050,年付价,1,1,1,随时入住,1年,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,河西,友谊路,欧亚花园,45,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,17,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,海颂园,13,合租,南,1230,季付价,3,1,1,随时入住,1年,随时可看,高楼层,24,有,租用车位,民水,民电,有,集中供暖
天津,塘沽,解放路,民泰里,60,整租,南,1500,月付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河北,江都路,隆达新苑,62,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,河西,挂甲寺,新城小区,33,整租,东,1450,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,8,无,免费使用,民水,民电,有,集中供暖
天津,河东,大直沽,文宫里,33,整租,南,1250,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,天塔街,贤达里,21,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,鼓楼街,尚佳新苑,18,合租,南,699,月付价,4,2,2,随时入住,1~12个月,随时可看,中楼层,23,有,免费使用,民水,民电,有,集中供暖
天津,南开,向阳路,芥园中里,22,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,向阳楼,红顶花园北园,14,合租,东,950,季付价,3,1,1,随时入住,1~8个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,小海地,云山里,48,整租,南,1400,None,1,1,1,随时入住,暂无数据,一般下班后可看,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,友谊路,育学里,30,整租,南,1500,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,万新村,松风东里,42,整租,东,1200,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,天环里,21,整租,东,1200,None,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,开发,第一大街,滨海新城,93,整租,南,2500,None,2,2,1,随时入住,暂无数据,需提前预约,中楼层,31,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,润景家园,84,整租,南,1300,季付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,白堤东里,24,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,王顶堤,金宇里,18,合租,南,1198,月付价,2,1,1,随时入住,1年,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,和平,体育馆街,诚基经贸中心,67,整租,南,2000,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,无,集中供暖
天津,南开,学府街,时代公寓(南开),8,合租,东,650,月付价,5,1,2,随时入住,1~12个月,随时可看,低楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,红桥,西于庄,子牙东里,27,整租,南,1000,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,水溪苑,15,合租,南,950,月付价,4,1,1,随时入住,6~12个月,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,下瓦房,东舍宅,24,整租,南,1500,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,水溪苑,15,合租,西,950,月付价,4,1,1,随时入住,6~12个月,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,溪悦园,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,有,免费使用,民水,民电,有,自采暖
天津,津南,辛庄,金地艺城悦府,17,合租,南,930,季付价,4,1,2,随时入住,1年,随时可看,低楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,河西,小海地,兰江新苑,55,整租,西,1500,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,14,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,低楼层,29,有,免费使用,暂无数据,暂无数据,暂无数据,自采暖
天津,河北,江都路,银山里,41,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,11,合租,南,950,月付价,3,1,1,随时入住,1~12个月,随时可看,低楼层,29,有,免费使用,暂无数据,暂无数据,暂无数据,自采暖
天津,南开,水上公园街,观景里,59,合租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,17,有,免费使用,民水,民电,有,集中供暖
天津,开发,第五大街,泰丰家园,30,合租,南,1666,季付价,3,1,1,随时入住,1年,随时可看,低楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,河北,靖江路,靖江东里,46,整租,南,1300,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,西于庄,草原楼,39,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,和平,劝业场,耕余里,32,整租,东,1850,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,盛庭豪景,83,整租,南,1000,季付价,2,2,1,随时入住,3年以上,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,南开,向阳路,泾水园,30,合租,南,1000,季付价,1,0,0,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,大沽街,八方观园,30,合租,南,1100,季付价,5,2,3,随时入住,3个月以上,随时可看,高楼层,32,无,免费使用,民水,民电,有,集中供暖
天津,河东,向阳楼,晨光楼(河东区),63,整租,南,1300,季付价,1,1,1,随时入住,3年以上,需提前预约,中楼层,5,无,暂无数据,民水,民电,有,集中供暖
